GT,sliceID,brainID,neuronArea,cgArea,cgPer,astroArea,ctxArea,infArea,globScore,infPerc
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_18.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,78439.0,81116.0,35953.51188320081,190664.0,409860.0,8148.0,8.772144606255992,1.9879959010393793
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_19.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,83665.0,81433.0,35500.82959631315,192374.0,409299.0,10148.0,8.673568612753305,2.479361053899472
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_20.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,88477.0,86574.0,37367.85625444059,184489.0,414210.0,10129.0,9.021476124294582,2.44537794838367
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_21.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,96961.0,88230.0,38991.20567631426,183212.0,431059.0,6723.0,9.045445211981251,1.5596472872623006
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_22.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,105103.0,99788.0,43486.51887719896,183755.0,482000.0,10973.0,9.022099352115967,2.2765560165975103
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_23.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,118906.0,125942.0,54001.5750033699,147570.0,579561.0,12669.0,9.31766889134533,2.1859648941181344
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_24.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,156041.0,148149.0,63252.63704672649,120629.0,696057.0,9556.0,9.08727834742363,1.3728760719308908
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_25.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,209491.0,191603.0,78659.22166925878,97201.0,867544.0,12863.0,9.066885560762197,1.48269136781535
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_26.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,252260.0,215095.0,89385.34485862822,72583.0,1036199.0,9564.0,8.626272063438414,0.9229887309290976
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_27.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,288943.0,254990.0,102082.68265639129,54791.0,1118474.0,8309.0,9.126960721160374,0.742887183787911
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_28.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,341952.0,273740.0,108907.28240003326,36833.0,1221229.0,6356.0,8.917842796071273,0.5204593077956714
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_29.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,366445.0,287926.0,115406.5076481009,28311.0,1270684.0,4759.0,9.082235051995688,0.3745226980114647
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_30.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,390851.0,304923.0,122381.00096949382,15702.0,1311102.0,2523.0,9.334209006583304,0.19243354063985868
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_31.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,414197.0,301865.0,121498.72557402484,19174.0,1337004.0,4720.0,9.08738684207563,0.35302811360325026
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_32.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,411817.0,313333.0,124043.51395501604,9755.0,1349184.0,3058.0,9.193965682591553,0.22665551918789434
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_33.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,464715.0,311631.0,122228.58379733861,5484.0,1368371.0,5842.0,8.93241553623532,0.4269310004377468
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_34.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,461162.0,316934.0,121314.20215908936,2678.0,1360963.0,6358.0,8.91385013105348,0.4671692029834757
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_35.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,515875.0,326804.0,122017.6489479648,828971.0,1351629.0,11137.0,9.02745124201721,0.8239687073893798
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_36.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,506763.0,321757.0,119428.59494462691,6309.0,1353958.0,26623.0,8.820701598175638,1.9663091469602454
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_37.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,530402.0,311685.0,113248.82867874355,3887.0,1348482.0,17579.0,8.398245484829872,1.3036139896565175
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_38.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,549687.0,298613.0,107515.92236927754,5306.0,1336800.0,23538.0,8.042782942046495,1.7607719928186716
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_39.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,577649.0,302440.0,105088.64506123627,792586.0,1315496.0,13802.0,7.988518783883514,1.0491860104477704
6L,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B_40.tif,6L.63X.WT 8.31.19 488Ctx Cy3ast Cy5elav 6B,553283.0,265906.0,94893.84463561306,791373.0,1278912.0,13280.0,7.419888517397058,1.0383826252314468
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_0.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,89448.0,160416.0,42145.64394834875,161560.0,405543.0,5494.0,10.392398327267085,1.3547268723661856
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_1.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,89594.0,77872.0,31470.496192892904,152427.0,334778.0,5275.0,9.400407491798417,1.5756710417052493
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_2.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,94536.0,164303.0,41637.96880413602,132630.0,404402.0,6618.0,10.296182710307075,1.636490422896029
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_3.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,83097.0,172445.0,42164.661192291445,121351.0,402101.0,8227.0,10.486087125446454,2.0460033673131877
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_4.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,83046.0,178270.0,44000.69603911435,131758.0,407112.0,9665.0,10.808007634045264,2.3740395763328026
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_5.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,89426.0,187755.0,45766.92056930699,142724.0,425221.0,11943.0,10.76309038577751,2.8086571453432447
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_6.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,82002.0,197557.0,46172.879118215395,111830.0,441284.0,9828.0,10.463302344570707,2.227137172433172
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_7.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,87163.0,95747.0,37589.390309050104,112881.0,382332.0,5106.0,9.831609781302665,1.3354885282947804
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_8.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,93185.0,92808.0,37032.231796035456,136667.0,367304.0,5506.0,10.082174927590076,1.4990307755973253
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_9.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,95035.0,93877.0,37319.29885923396,141664.0,388517.0,6152.0,9.605576811113533,1.5834570945415516
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_10.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,93943.0,94528.0,38047.04297921749,143019.0,388961.0,5393.0,9.781711528718171,1.3865143292000999
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_11.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,95253.0,94649.0,37400.85416239954,172247.0,396547.0,6653.0,9.431632104744088,1.6777330303847968
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_12.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,97446.0,100229.0,38997.05953607717,178122.0,411993.0,4550.0,9.46546653367343,1.1043876959074546
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_13.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,98718.0,104680.0,40351.38352531267,159627.0,415769.0,4961.0,9.705241017322761,1.1932106530308897
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_14.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,107860.0,108719.0,42621.64672747282,186804.0,457292.0,6408.0,9.320444426640488,1.401292828214795
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_15.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,118451.0,105319.0,41767.967399178,180227.0,479199.0,6573.0,8.716205041992575,1.371663964240326
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_16.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,127350.0,110175.0,43102.35130893707,192044.0,495083.0,6264.0,8.706085910632574,1.2652423936996422
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_17.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,136135.0,118462.0,45342.770932070816,204442.0,511974.0,7932.0,8.856459689763701,1.5492974252598763
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_18.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,141232.0,118587.0,46332.60249725715,199423.0,542258.0,8996.0,8.54438339263914,1.6589888945852345
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_19.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,163815.0,129348.0,50293.57551098417,160383.0,588437.0,10139.0,8.546977078427116,1.723039169868652
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_20.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,196329.0,147855.0,57097.59365227063,136706.0,662015.0,11456.0,8.624818720462622,1.7304743850214874
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_21.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,241332.0,171033.0,66798.1024845027,110462.0,779735.0,13562.0,8.566769798008645,1.739308867756353
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_22.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,289280.0,201606.0,78261.39428815457,88389.0,887813.0,13845.0,8.815076405521722,1.559450019317131
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_23.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,332769.0,236559.0,88002.39868249738,70163.0,990204.0,13056.0,8.88729985765533,1.318516184543791
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_24.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,343778.0,257304.0,95106.00574828305,56154.0,1060768.0,9526.0,8.965768740033923,0.898028598147757
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_25.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,383765.0,280596.0,101467.02302301771,51954.0,1098995.0,6508.0,9.232710160011438,0.5921773984413032
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_26.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,379382.0,272777.0,100750.6878864939,38140.0,1134867.0,5440.0,8.877752889677284,0.47935132486890536
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_27.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,378715.0,290526.0,104841.19408827869,44165.0,1146165.0,4702.0,9.14712926047111,0.4102376184929744
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_28.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,431961.0,311486.0,110003.36655849768,32090.0,1175587.0,4702.0,9.357313968128066,0.39997039776724314
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_29.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,428531.0,300706.0,107090.6706733432,17310.0,1194018.0,2998.0,8.968932685549397,0.2510849920185458
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_30.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,443531.0,325421.0,112506.07463696101,15355.0,1191620.0,2127.0,9.441438934976,0.17849650056225977
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_31.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,477816.0,352568.0,114635.24570222199,13998.0,1194740.0,1648.0,9.594995204163416,0.13793796139745887
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_32.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,519075.0,379993.0,116660.08981965462,9229.0,1205905.0,2800.0,9.67406966715078,0.23219076129545863
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_33.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,522775.0,365432.0,111836.760241379,14539.0,1197783.0,3194.0,9.33698009083273,0.26665931975992313
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_34.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,520008.0,388136.0,111473.00201551436,10810.0,1164016.0,3002.0,9.576586749281311,0.2579002350483155
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_35.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,510291.0,381291.0,108710.78131046632,6371.0,1141619.0,2285.0,9.522509813735258,0.20015434221049228
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_36.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,565650.0,409570.0,109450.36832239323,4470.0,1124331.0,3741.0,9.734710536522895,0.332731197485438
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_37.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,544291.0,362586.0,97497.21533683475,2883.0,1106460.0,3724.0,8.811634883939297,0.3365688773204635
6L,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X_38.tif,6L WT 5-10 Ctx488 AstroCy3 ElavCy5 20x 2.63X,518770.0,397052.0,98246.77291151012,3298.0,1085830.0,10453.0,9.048080538529064,0.9626737150382656
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_0.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,468252.0,227611.0,96975.02872994266,2721.0,1349067.0,7527.0,7.1883033778116765,0.5579411548870441
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_1.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,449909.0,250783.0,105308.8674685959,3112.0,1362074.0,9533.0,7.731508528067923,0.6998885523106674
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_2.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,482732.0,268249.0,112123.93438311762,2281.0,1376508.0,6987.0,8.145534525271021,0.5075887681001491
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_3.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,461863.0,304947.0,123616.44566632825,2530.0,1382048.0,6260.0,8.944439387512464,0.4529509828891616
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_4.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,444960.0,304060.0,123519.26190014416,3348.0,1395932.0,6448.0,8.848515679857197,0.4619136175687641
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_5.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,424792.0,324905.0,128274.39569839565,5098.0,1395266.0,4981.0,9.193544148455967,0.3569928601427972
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_6.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,468242.0,333676.0,131592.733285898,7433.0,1395560.0,6112.0,9.429385571806156,0.4379603886611826
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_7.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,442784.0,338940.0,134195.00067214028,7992.0,1404103.0,4837.0,9.557347336494566,0.3444903970720097
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_8.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,495133.0,351953.0,134892.8984339733,12538.0,1407057.0,6821.0,9.586882296450911,0.48477069514596777
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_9.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,477356.0,359882.0,137678.53439860424,25025.0,1373160.0,7349.0,10.026401468044819,0.5351889073378193
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_10.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,455457.0,348699.0,133734.16127719596,22403.0,1349232.0,3898.0,9.911872923055187,0.2889050956395935
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_11.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,432398.0,356129.0,134096.07209888962,24108.0,1315099.0,3016.0,10.196652274763315,0.22933634654121096
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_12.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,402752.0,346434.0,128911.11614963654,34822.0,1296025.0,3850.0,9.946653509742214,0.29706217086861747
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_13.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,376654.0,329887.0,123417.77838266545,46986.0,1257712.0,5909.0,9.812880721712558,0.46982138995254874
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_14.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,406094.0,320809.0,118476.19205782158,67995.0,1232539.0,21117.0,9.61236861939635,1.7132926422612185
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_15.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,366468.0,312383.0,114037.38138225382,88782.0,1166536.0,22242.0,9.775727571395466,1.90667068997442
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_16.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,16913.0,269446.0,99501.15296533263,116365.0,829619.0,23161.0,11.993596212879964,2.7917634480406064
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_17.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,14002.0,208717.0,80080.23963107649,154253.0,629177.0,18284.0,12.727776067954883,2.906018497179649
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_18.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,17656.0,180053.0,69172.5184619606,189236.0,536244.0,12497.0,12.899448471583943,2.330468965620128
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_19.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,16443.0,138621.0,53981.26775046282,231360.0,441177.0,10888.0,12.235739340551032,2.467943705134221
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_20.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,18939.0,135173.0,51499.67150381993,249770.0,390635.0,8252.0,13.183578405370724,2.1124579210772203
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_21.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,17837.0,118996.0,45000.89095258672,274298.0,363617.0,7002.0,12.375904028850885,1.9256525409978082
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_22.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,18292.0,114384.0,43436.36699924496,283092.0,339184.0,5401.0,12.806136786889994,1.592351054295014
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_23.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,17048.0,65650.0,28129.63901559967,276332.0,256322.0,4952.0,10.97433658273565,1.9319449754605538
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_24.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,15476.0,63108.0,25489.534146985425,280836.0,217177.0,4812.0,11.736755801482397,2.2157042412410153
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_25.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,19983.0,55552.0,23756.23036028546,329671.0,212284.0,5714.0,11.190777618796263,2.6916771871643648
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_26.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,19381.0,53727.0,22552.758138771816,339151.0,215362.0,5181.0,10.472022983985948,2.4057168859873146
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_27.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,18714.0,55216.0,23438.484148260875,347868.0,215009.0,6527.0,10.901164206270844,3.0356868782237023
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_28.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,18190.0,60653.0,25163.722963803382,387963.0,223305.0,7408.0,11.268768260362902,3.3174357940932806
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_29.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,24478.0,55251.0,23006.062792023557,418054.0,214435.0,11757.0,10.728688316750324,5.4827803297036395
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_30.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,21103.0,56790.0,23370.91160115259,419767.0,211243.0,6767.0,11.063520022510847,3.2034197582878488
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_31.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,27610.0,56605.0,23363.467950338694,39507.0,220670.0,3654.0,10.587514365495396,1.6558662255857164
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_32.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,23909.0,51981.0,21931.715462190943,31100.0,201715.0,2254.0,10.872624971960906,1.1174181394541804
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_33.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,18789.0,59723.0,24787.931116605094,30084.0,201727.0,2109.0,12.287859888168216,1.0454723462897877
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_34.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,18277.0,49534.0,21199.29915658752,37679.0,182163.0,1872.0,11.637543934052207,1.0276510597651554
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_35.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,24486.0,52878.0,22048.29724401522,25874.0,185992.0,1346.0,11.854433117561626,0.7236870403028087
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_36.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,19458.0,49877.0,21546.21798750789,20120.0,176672.0,866.0,12.195604276573475,0.4901738815431987
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_37.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,18207.0,48051.0,20269.041184530004,453825.0,165025.0,2683.0,12.282406413894867,1.625814270565066
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_38.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,15316.0,48577.0,20769.37422901274,421912.0,159604.0,4042.0,13.013066232057305,2.5325179820054635
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_39.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,22403.0,39310.0,16827.812290786507,376761.0,133622.0,3008.0,12.59359408689176,2.2511263115355256
7L,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2_40.tif,7L.63X.RNAiSpz3 7.8.19 488wrap Cy3alrm Cy5elav 2,202557.0,32977.0,14967.453634196852,306596.0,573501.0,21799.0,2.6098391518405117,3.801039579704307
